"BAnTr","coding.noncoding"
"BAnTr.GP.7HG002412","noncoding"
"BAnTr.GP.7HG002414","noncoding"
"BAnTr.GP.7HG002416","coding"
"BAnTr.GP.7HG002418","noncoding"
"BAnTr.GP.7HG002420","undefined"
"BAnTr.GP.7HG002422","noncoding"
"BAnTr.GP.7HG002424","noncoding"
"BAnTr.GP.7HG002426","noncoding"
"BAnTr.GP.7HG002428","coding"
"BAnTr.GP.7HG002430","noncoding"
"BAnTr.GP.7HG002432","noncoding"
"BAnTr.GP.7HG002434","noncoding"
"BAnTr.GP.7HG002436","noncoding"
"BAnTr.GP.7HG002438","coding"
"BAnTr.GP.7HG002440","coding"
"BAnTr.GP.7HG002442","noncoding"
"BAnTr.GP.7HG002444","noncoding"
"BAnTr.GP.7HG002446","noncoding"
"BAnTr.GP.7HG002448","noncoding"
"BAnTr.GP.7HG002450","noncoding"
"BAnTr.GP.7HG002452","coding"
"BAnTr.GP.7HG002454","coding"
"BAnTr.GP.7HG002456","coding"
"BAnTr.GP.7HG002458","coding"
"BAnTr.GP.7HG002460","noncoding"
"BAnTr.GP.7HG002462","noncoding"
"BAnTr.GP.7HG002464","coding"
"BAnTr.GP.7HG002466","coding"
"BAnTr.GP.7HG002468","coding"
"BAnTr.GP.7HG002470","noncoding"
"BAnTr.GP.7HG002472","coding"
"BAnTr.GP.7HG002474","noncoding"
"BAnTr.GP.7HG002476","coding"
"BAnTr.GP.7HG002478","coding"
"BAnTr.GP.7HG002480","coding"
"BAnTr.GP.7HG002482","coding"
"BAnTr.GP.7HG002484","undefined"
"BAnTr.GP.7HG002486","coding"
"BAnTr.GP.7HG002488","coding"
"BAnTr.GP.7HG002490","coding"
"BAnTr.GP.7HG002492","noncoding"
"BAnTr.GP.7HG002494","noncoding"
"BAnTr.GP.7HG002496","noncoding"
"BAnTr.GP.7HG002498","noncoding"
"BAnTr.GP.7HG002500","noncoding"
"BAnTr.GP.7HG002502","noncoding"
"BAnTr.GP.7HG002504","undefined"
"BAnTr.GP.7HG002506","noncoding"
"BAnTr.GP.7HG002508","noncoding"
"BAnTr.GP.7HG002510","noncoding"
"BAnTr.GP.7HG002512","noncoding"
"BAnTr.GP.7HG002514","noncoding"
"BAnTr.GP.7HG002516","noncoding"
"BAnTr.GP.7HG002518","noncoding"
"BAnTr.GP.7HG002520","noncoding"
"BAnTr.GP.7HG002522","noncoding"
"BAnTr.GP.7HG002524","coding"
"BAnTr.GP.7HG002526","coding"
"BAnTr.GP.7HG002528","noncoding"
"BAnTr.GP.7HG002530","noncoding"
"BAnTr.GP.7HG002532","undefined"
"BAnTr.GP.7HG002534","noncoding"
"BAnTr.GP.7HG002536","noncoding"
"BAnTr.GP.7HG002538","noncoding"
"BAnTr.GP.7HG002540","noncoding"
"BAnTr.GP.7HG002542","noncoding"
"BAnTr.GP.7HG002544","coding"
"BAnTr.GP.7HG002546","coding"
"BAnTr.GP.7HG002548","noncoding"
"BAnTr.GP.7HG002550","noncoding"
"BAnTr.GP.7HG002552","noncoding"
"BAnTr.GP.7HG002554","noncoding"
"BAnTr.GP.7HG002556","noncoding"
"BAnTr.GP.7HG002558","noncoding"
"BAnTr.GP.7HG002560","noncoding"
"BAnTr.GP.7HG002562","noncoding"
"BAnTr.GP.7HG002564","noncoding"
"BAnTr.GP.7HG002566","coding"
"BAnTr.GP.7HG002568","noncoding"
"BAnTr.GP.7HG002570","noncoding"
"BAnTr.GP.7HG002572","noncoding"
"BAnTr.GP.7HG002574","undefined"
"BAnTr.GP.7HG002576","noncoding"
"BAnTr.GP.7HG002578","coding"
"BAnTr.GP.7HG002580","noncoding"
"BAnTr.GP.7HG002582","noncoding"
"BAnTr.GP.7HG002584","noncoding"
"BAnTr.GP.7HG002586","undefined"
"BAnTr.GP.7HG002588","noncoding"
"BAnTr.GP.7HG002590","noncoding"
"BAnTr.GP.7HG002592","noncoding"
"BAnTr.GP.7HG002594","noncoding"
"BAnTr.GP.7HG002596","coding"
"BAnTr.GP.7HG002598","noncoding"
"BAnTr.GP.7HG002600","noncoding"
"BAnTr.GP.7HG002602","noncoding"
"BAnTr.GP.7HG002604","undefined"
"BAnTr.GP.7HG002606","noncoding"
"BAnTr.GP.7HG002608","noncoding"
"BAnTr.GP.7HG002610","noncoding"
"BAnTr.GP.7HG002612","noncoding"
"BAnTr.GP.7HG002614","coding"
"BAnTr.GP.7HG002616","noncoding"
"BAnTr.GP.7HG002618","noncoding"
"BAnTr.GP.7HG002620","noncoding"
"BAnTr.GP.7HG002622","noncoding"
"BAnTr.GP.7HG002624","noncoding"
"BAnTr.GP.7HG002626","undefined"
"BAnTr.GP.7HG002628","noncoding"
"BAnTr.GP.7HG002630","noncoding"
"BAnTr.GP.7HG002632","noncoding"
"BAnTr.GP.7HG002634","noncoding"
"BAnTr.GP.7HG002636","noncoding"
"BAnTr.GP.7HG002638","noncoding"
"BAnTr.GP.7HG002640","coding"
"BAnTr.GP.7HG002642","noncoding"
"BAnTr.GP.7HG002644","noncoding"
"BAnTr.GP.7HG002646","noncoding"
"BAnTr.GP.7HG002648","noncoding"
"BAnTr.GP.7HG002650","noncoding"
"BAnTr.GP.7HG002652","coding"
"BAnTr.GP.7HG002654","noncoding"
"BAnTr.GP.7HG002656","coding"
"BAnTr.GP.7HG002658","coding"
"BAnTr.GP.7HG002660","undefined"
"BAnTr.GP.7HG002662","noncoding"
"BAnTr.GP.7HG002664","noncoding"
"BAnTr.GP.7HG002666","noncoding"
"BAnTr.GP.7HG002668","noncoding"
"BAnTr.GP.7HG002670","noncoding"
"BAnTr.GP.7HG002672","undefined"
"BAnTr.GP.7HG002674","noncoding"
"BAnTr.GP.7HG002676","undefined"
"BAnTr.GP.7HG002678","coding"
"BAnTr.GP.7HG002680","undefined"
"BAnTr.GP.7HG002682","coding"
"BAnTr.GP.7HG002684","noncoding"
"BAnTr.GP.7HG002686","noncoding"
"BAnTr.GP.7HG002688","noncoding"
"BAnTr.GP.7HG002690","undefined"
"BAnTr.GP.7HG002692","noncoding"
"BAnTr.GP.7HG002694","noncoding"
"BAnTr.GP.7HG002696","noncoding"
"BAnTr.GP.7HG002698","noncoding"
"BAnTr.GP.7HG002700","noncoding"
"BAnTr.GP.7HG002702","undefined"
"BAnTr.GP.7HG002704","noncoding"
"BAnTr.GP.7HG002706","noncoding"
"BAnTr.GP.7HG002708","noncoding"
"BAnTr.GP.7HG002710","noncoding"
"BAnTr.GP.7HG002712","noncoding"
"BAnTr.GP.7HG002714","noncoding"
"BAnTr.GP.7HG002716","coding"
"BAnTr.GP.7HG002718","coding"
"BAnTr.GP.7HG002720","noncoding"
"BAnTr.GP.7HG002722","noncoding"
"BAnTr.GP.7HG002724","noncoding"
"BAnTr.GP.7HG002726","undefined"
"BAnTr.GP.7HG002728","noncoding"
"BAnTr.GP.7HG002730","coding"
"BAnTr.GP.7HG002732","noncoding"
"BAnTr.GP.7HG002734","coding"
"BAnTr.GP.7HG002736","coding"
"BAnTr.GP.7HG002738","noncoding"
"BAnTr.GP.7HG002740","noncoding"
"BAnTr.GP.7HG002742","undefined"
"BAnTr.GP.7HG002744","noncoding"
"BAnTr.GP.7HG002746","coding"
"BAnTr.GP.7HG002748","coding"
"BAnTr.GP.7HG002750","noncoding"
"BAnTr.GP.7HG002752","noncoding"
"BAnTr.GP.7HG002754","coding"
"BAnTr.GP.7HG002756","coding"
"BAnTr.GP.7HG002758","noncoding"
"BAnTr.GP.7HG002760","noncoding"
"BAnTr.GP.7HG002762","noncoding"
"BAnTr.GP.7HG002764","noncoding"
"BAnTr.GP.7HG002766","noncoding"
"BAnTr.GP.7HG002768","noncoding"
"BAnTr.GP.7HG002770","noncoding"
"BAnTr.GP.7HG002772","coding"
"BAnTr.GP.7HG002774","coding"
"BAnTr.GP.7HG002776","coding"
"BAnTr.GP.7HG002778","noncoding"
"BAnTr.GP.7HG002780","noncoding"
"BAnTr.GP.7HG002782","noncoding"
"BAnTr.GP.7HG002784","noncoding"
"BAnTr.GP.7HG002786","noncoding"
"BAnTr.GP.7HG002788","coding"
"BAnTr.GP.7HG002790","coding"
"BAnTr.GP.7HG002792","noncoding"
"BAnTr.GP.7HG002794","coding"
"BAnTr.GP.7HG002796","noncoding"
"BAnTr.GP.7HG002798","noncoding"
"BAnTr.GP.7HG002800","undefined"
"BAnTr.GP.7HG002802","noncoding"
"BAnTr.GP.7HG002804","noncoding"
"BAnTr.GP.7HG002806","noncoding"
"BAnTr.GP.7HG002808","noncoding"
"BAnTr.GP.7HG002810","noncoding"
"BAnTr.GP.7HG002812","noncoding"
"BAnTr.GP.7HG002814","coding"
"BAnTr.GP.7HG002816","coding"
"BAnTr.GP.7HG002818","coding"
"BAnTr.GP.7HG002820","noncoding"
"BAnTr.GP.7HG002822","noncoding"
"BAnTr.GP.7HG002824","noncoding"
"BAnTr.GP.7HG002826","noncoding"
"BAnTr.GP.7HG002828","noncoding"
"BAnTr.GP.7HG002830","noncoding"
"BAnTr.GP.7HG002832","coding"
"BAnTr.GP.7HG002834","coding"
"BAnTr.GP.7HG002836","coding"
"BAnTr.GP.7HG002838","coding"
"BAnTr.GP.7HG002840","noncoding"
"BAnTr.GP.7HG002842","noncoding"
"BAnTr.GP.7HG002844","noncoding"
"BAnTr.GP.7HG002846","coding"
"BAnTr.GP.7HG002848","coding"
"BAnTr.GP.7HG002850","coding"
"BAnTr.GP.7HG002852","noncoding"
"BAnTr.GP.7HG002854","noncoding"
"BAnTr.GP.7HG002856","noncoding"
"BAnTr.GP.7HG002858","noncoding"
"BAnTr.GP.7HG002860","noncoding"
"BAnTr.GP.7HG002862","noncoding"
"BAnTr.GP.7HG002864","coding"
"BAnTr.GP.7HG002866","noncoding"
"BAnTr.GP.7HG002868","noncoding"
"BAnTr.GP.7HG002870","noncoding"
"BAnTr.GP.7HG002872","noncoding"
"BAnTr.GP.7HG002874","noncoding"
"BAnTr.GP.7HG002876","noncoding"
"BAnTr.GP.7HG002878","noncoding"
"BAnTr.GP.7HG002880","noncoding"
"BAnTr.GP.7HG002882","coding"
"BAnTr.GP.7HG002884","coding"
"BAnTr.GP.7HG002886","noncoding"
"BAnTr.GP.7HG002888","coding"
"BAnTr.GP.7HG002890","noncoding"
"BAnTr.GP.7HG002892","noncoding"
"BAnTr.GP.7HG002894","noncoding"
"BAnTr.GP.7HG002896","noncoding"
"BAnTr.GP.7HG002898","noncoding"
"BAnTr.GP.7HG002900","noncoding"
"BAnTr.GP.7HG002902","undefined"
"BAnTr.GP.7HG002904","noncoding"
"BAnTr.GP.7HG002906","undefined"
"BAnTr.GP.7HG002908","noncoding"
"BAnTr.GP.7HG002910","noncoding"
"BAnTr.GP.7HG002912","noncoding"
"BAnTr.GP.7HG002914","noncoding"
"BAnTr.GP.7HG002916","undefined"
"BAnTr.GP.7HG002918","undefined"
"BAnTr.GP.7HG002920","noncoding"
"BAnTr.GP.7HG002922","noncoding"
"BAnTr.GP.7HG002924","coding"
"BAnTr.GP.7HG002926","coding"
"BAnTr.GP.7HG002928","coding"
"BAnTr.GP.7HG002930","coding"
"BAnTr.GP.7HG002932","coding"
"BAnTr.GP.7HG002934","noncoding"
"BAnTr.GP.7HG002936","noncoding"
"BAnTr.GP.7HG002938","noncoding"
"BAnTr.GP.7HG002940","noncoding"
"BAnTr.GP.7HG002942","noncoding"
"BAnTr.GP.7HG002944","noncoding"
"BAnTr.GP.7HG002946","coding"
"BAnTr.GP.7HG002948","noncoding"
"BAnTr.GP.7HG002950","coding"
"BAnTr.GP.7HG002952","noncoding"
"BAnTr.GP.7HG002954","noncoding"
"BAnTr.GP.7HG002956","coding"
"BAnTr.GP.7HG002958","coding"
"BAnTr.GP.7HG002960","noncoding"
"BAnTr.GP.7HG002962","noncoding"
"BAnTr.GP.7HG002964","coding"
"BAnTr.GP.7HG002966","undefined"
"BAnTr.GP.7HG002968","coding"
"BAnTr.GP.7HG002970","noncoding"
"BAnTr.GP.7HG002972","coding"
"BAnTr.GP.7HG002974","noncoding"
"BAnTr.GP.7HG002976","noncoding"
"BAnTr.GP.7HG002978","noncoding"
"BAnTr.GP.7HG002980","undefined"
"BAnTr.GP.7HG002982","noncoding"
"BAnTr.GP.7HG002984","noncoding"
"BAnTr.GP.7HG002986","noncoding"
"BAnTr.GP.7HG002988","noncoding"
"BAnTr.GP.7HG002990","noncoding"
"BAnTr.GP.7HG002992","coding"
"BAnTr.GP.7HG002994","noncoding"
"BAnTr.GP.7HG002996","noncoding"
"BAnTr.GP.7HG002998","undefined"
"BAnTr.GP.7HG003000","coding"
"BAnTr.GP.7HG003002","noncoding"
"BAnTr.GP.7HG003004","coding"
"BAnTr.GP.7HG003006","noncoding"
"BAnTr.GP.7HG003008","noncoding"
"BAnTr.GP.7HG003010","noncoding"
"BAnTr.GP.7HG003012","noncoding"
"BAnTr.GP.7HG003014","undefined"
"BAnTr.GP.7HG003016","coding"
"BAnTr.GP.7HG003018","noncoding"
"BAnTr.GP.7HG003020","noncoding"
"BAnTr.GP.7HG003022","noncoding"
"BAnTr.GP.7HG003024","noncoding"
"BAnTr.GP.7HG003026","noncoding"
"BAnTr.GP.7HG003028","noncoding"
"BAnTr.GP.7HG003030","noncoding"
"BAnTr.GP.7HG003032","noncoding"
"BAnTr.GP.7HG003034","undefined"
"BAnTr.GP.7HG003036","coding"
"BAnTr.GP.7HG003038","coding"
"BAnTr.GP.7HG003040","coding"
"BAnTr.GP.7HG003042","coding"
"BAnTr.GP.7HG003044","coding"
"BAnTr.GP.7HG003046","noncoding"
"BAnTr.GP.7HG003048","noncoding"
"BAnTr.GP.7HG003050","noncoding"
"BAnTr.GP.7HG003052","noncoding"
"BAnTr.GP.7HG003054","noncoding"
"BAnTr.GP.7HG003056","noncoding"
"BAnTr.GP.7HG003058","noncoding"
"BAnTr.GP.7HG003060","noncoding"
"BAnTr.GP.7HG003062","noncoding"
"BAnTr.GP.7HG003064","noncoding"
"BAnTr.GP.7HG003066","coding"
"BAnTr.GP.7HG003068","noncoding"
"BAnTr.GP.7HG003070","noncoding"
"BAnTr.GP.7HG003072","noncoding"
"BAnTr.GP.7HG003074","coding"
"BAnTr.GP.7HG003076","noncoding"
"BAnTr.GP.7HG003078","coding"
"BAnTr.GP.7HG003080","noncoding"
"BAnTr.GP.7HG003082","noncoding"
"BAnTr.GP.7HG003084","noncoding"
"BAnTr.GP.7HG003086","coding"
"BAnTr.GP.7HG003088","noncoding"
"BAnTr.GP.7HG003090","noncoding"
"BAnTr.GP.7HG003092","coding"
"BAnTr.GP.7HG003094","coding"
"BAnTr.GP.7HG003096","noncoding"
"BAnTr.GP.7HG003098","undefined"
"BAnTr.GP.7HG003100","coding"
"BAnTr.GP.7HG003102","coding"
"BAnTr.GP.7HG003104","noncoding"
"BAnTr.GP.7HG003106","coding"
"BAnTr.GP.7HG003108","noncoding"
"BAnTr.GP.7HG003110","coding"
"BAnTr.GP.7HG003112","coding"
"BAnTr.GP.7HG003114","coding"
"BAnTr.GP.7HG003116","coding"
"BAnTr.GP.7HG003118","coding"
"BAnTr.GP.7HG003120","noncoding"
"BAnTr.GP.7HG003122","coding"
"BAnTr.GP.7HG003124","noncoding"
"BAnTr.GP.7HG003126","noncoding"
"BAnTr.GP.7HG003128","noncoding"
"BAnTr.GP.7HG003130","noncoding"
"BAnTr.GP.7HG003132","noncoding"
"BAnTr.GP.7HG003134","noncoding"
"BAnTr.GP.7HG003136","undefined"
"BAnTr.GP.7HG003138","noncoding"
"BAnTr.GP.7HG003140","noncoding"
"BAnTr.GP.7HG003142","noncoding"
"BAnTr.GP.7HG003144","noncoding"
"BAnTr.GP.7HG003146","noncoding"
"BAnTr.GP.7HG003148","noncoding"
"BAnTr.GP.7HG003150","noncoding"
"BAnTr.GP.7HG003152","noncoding"
"BAnTr.GP.7HG003154","noncoding"
"BAnTr.GP.7HG003156","coding"
"BAnTr.GP.7HG003158","noncoding"
"BAnTr.GP.7HG003160","coding"
"BAnTr.GP.7HG003162","noncoding"
"BAnTr.GP.7HG003164","noncoding"
"BAnTr.GP.7HG003166","coding"
"BAnTr.GP.7HG003168","undefined"
"BAnTr.GP.7HG003170","noncoding"
"BAnTr.GP.7HG003172","coding"
"BAnTr.GP.7HG003174","coding"
"BAnTr.GP.7HG003176","noncoding"
"BAnTr.GP.7HG003178","coding"
"BAnTr.GP.7HG003180","noncoding"
"BAnTr.GP.7HG003182","noncoding"
"BAnTr.GP.7HG003184","noncoding"
"BAnTr.GP.7HG003186","noncoding"
"BAnTr.GP.7HG003188","noncoding"
"BAnTr.GP.7HG003190","undefined"
"BAnTr.GP.7HG003192","undefined"
"BAnTr.GP.7HG003194","noncoding"
"BAnTr.GP.7HG003196","coding"
"BAnTr.GP.7HG003198","coding"
"BAnTr.GP.7HG003200","noncoding"
"BAnTr.GP.7HG003202","noncoding"
"BAnTr.GP.7HG003204","noncoding"
"BAnTr.GP.7HG003206","noncoding"
"BAnTr.GP.7HG003208","noncoding"
"BAnTr.GP.7HG003210","noncoding"
"BAnTr.GP.7HG003212","noncoding"
"BAnTr.GP.7HG003214","noncoding"
"BAnTr.GP.7HG003216","coding"
"BAnTr.GP.7HG003218","coding"
"BAnTr.GP.7HG003220","noncoding"
"BAnTr.GP.7HG003222","noncoding"
"BAnTr.GP.7HG003224","undefined"
"BAnTr.GP.7HG003226","noncoding"
"BAnTr.GP.7HG003228","noncoding"
"BAnTr.GP.7HG003230","noncoding"
"BAnTr.GP.7HG003232","noncoding"
"BAnTr.GP.7HG003234","undefined"
"BAnTr.GP.7HG003236","noncoding"
"BAnTr.GP.7HG003238","noncoding"
"BAnTr.GP.7HG003240","coding"
"BAnTr.GP.7HG003242","coding"
"BAnTr.GP.7HG003244","undefined"
"BAnTr.GP.7HG003246","noncoding"
"BAnTr.GP.7HG003248","noncoding"
"BAnTr.GP.7HG003250","undefined"
"BAnTr.GP.7HG003252","noncoding"
"BAnTr.GP.7HG003254","noncoding"
"BAnTr.GP.7HG003256","noncoding"
"BAnTr.GP.7HG003258","coding"
"BAnTr.GP.7HG003260","undefined"
"BAnTr.GP.7HG003262","noncoding"
"BAnTr.GP.7HG003264","coding"
"BAnTr.GP.7HG003266","coding"
"BAnTr.GP.7HG003268","coding"
"BAnTr.GP.7HG003270","noncoding"
"BAnTr.GP.7HG003272","coding"
"BAnTr.GP.7HG003274","coding"
"BAnTr.GP.7HG003276","coding"
"BAnTr.GP.7HG003278","coding"
"BAnTr.GP.7HG003280","undefined"
"BAnTr.GP.7HG003282","noncoding"
"BAnTr.GP.7HG003284","coding"
"BAnTr.GP.7HG003286","coding"
"BAnTr.GP.7HG003288","coding"
"BAnTr.GP.7HG003290","coding"
"BAnTr.GP.7HG003292","noncoding"
"BAnTr.GP.7HG003294","coding"
"BAnTr.GP.7HG003296","coding"
"BAnTr.GP.7HG003298","noncoding"
"BAnTr.GP.7HG003300","coding"
"BAnTr.GP.7HG003302","undefined"
"BAnTr.GP.7HG003304","noncoding"
"BAnTr.GP.7HG003306","coding"
"BAnTr.GP.7HG003308","coding"
"BAnTr.GP.7HG003310","noncoding"
"BAnTr.GP.7HG003312","coding"
"BAnTr.GP.7HG003314","coding"
"BAnTr.GP.7HG003316","noncoding"
"BAnTr.GP.7HG003318","coding"
"BAnTr.GP.7HG003320","coding"
"BAnTr.GP.7HG003322","noncoding"
"BAnTr.GP.7HG003324","coding"
"BAnTr.GP.7HG003326","coding"
"BAnTr.GP.7HG003328","coding"
"BAnTr.GP.7HG003330","coding"
"BAnTr.GP.7HG003332","noncoding"
"BAnTr.GP.7HG003334","coding"
"BAnTr.GP.7HG003336","noncoding"
"BAnTr.GP.7HG003338","noncoding"
"BAnTr.GP.7HG003340","undefined"
"BAnTr.GP.7HG003342","undefined"
"BAnTr.GP.7HG003344","noncoding"
"BAnTr.GP.7HG003346","coding"
"BAnTr.GP.7HG003348","coding"
"BAnTr.GP.7HG003350","noncoding"
"BAnTr.GP.7HG003352","noncoding"
"BAnTr.GP.7HG003354","noncoding"
"BAnTr.GP.7HG003356","noncoding"
"BAnTr.GP.7HG003358","noncoding"
"BAnTr.GP.7HG003360","coding"
"BAnTr.GP.7HG003362","coding"
"BAnTr.GP.7HG003364","noncoding"
"BAnTr.GP.7HG003366","noncoding"
"BAnTr.GP.7HG003368","noncoding"
"BAnTr.GP.7HG003370","noncoding"
"BAnTr.GP.7HG003372","undefined"
"BAnTr.GP.7HG003374","noncoding"
"BAnTr.GP.7HG003376","coding"
"BAnTr.GP.7HG003378","noncoding"
"BAnTr.GP.7HG003380","noncoding"
"BAnTr.GP.7HG003382","coding"
"BAnTr.GP.7HG003384","coding"
"BAnTr.GP.7HG003386","coding"
"BAnTr.GP.7HG003388","coding"
"BAnTr.GP.7HG003390","coding"
"BAnTr.GP.7HG003392","coding"
"BAnTr.GP.7HG003394","noncoding"
"BAnTr.GP.7HG003396","noncoding"
"BAnTr.GP.7HG003398","undefined"
"BAnTr.GP.7HG003400","coding"
"BAnTr.GP.7HG003402","coding"
"BAnTr.GP.7HG003404","coding"
"BAnTr.GP.7HG003406","coding"
"BAnTr.GP.7HG003408","noncoding"
"BAnTr.GP.7HG003410","noncoding"
"BAnTr.GP.7HG003412","noncoding"
"BAnTr.GP.7HG003414","noncoding"
"BAnTr.GP.7HG003416","coding"
"BAnTr.GP.7HG003418","coding"
"BAnTr.GP.7HG003420","coding"
"BAnTr.GP.7HG003422","coding"
"BAnTr.GP.7HG003424","coding"
"BAnTr.GP.7HG003426","coding"
"BAnTr.GP.7HG003428","coding"
"BAnTr.GP.7HG003430","noncoding"
"BAnTr.GP.7HG003432","noncoding"
"BAnTr.GP.7HG003434","coding"
"BAnTr.GP.7HG003436","noncoding"
"BAnTr.GP.7HG003438","undefined"
"BAnTr.GP.7HG003440","coding"
"BAnTr.GP.7HG003442","coding"
"BAnTr.GP.7HG003444","noncoding"
"BAnTr.GP.7HG003446","coding"
"BAnTr.GP.7HG003448","noncoding"
"BAnTr.GP.7HG003450","noncoding"
"BAnTr.GP.7HG003452","coding"
"BAnTr.GP.7HG003454","noncoding"
"BAnTr.GP.7HG003456","coding"
"BAnTr.GP.7HG003458","coding"
"BAnTr.GP.7HG003460","coding"
"BAnTr.GP.7HG003462","coding"
"BAnTr.GP.7HG003464","coding"
"BAnTr.GP.7HG003466","noncoding"
"BAnTr.GP.7HG003468","coding"
"BAnTr.GP.7HG003470","coding"
"BAnTr.GP.7HG003472","noncoding"
"BAnTr.GP.7HG003474","coding"
"BAnTr.GP.7HG003476","coding"
"BAnTr.GP.7HG003478","noncoding"
"BAnTr.GP.7HG003480","coding"
"BAnTr.GP.7HG003482","noncoding"
"BAnTr.GP.7HG003484","undefined"
"BAnTr.GP.7HG003486","coding"
"BAnTr.GP.7HG003488","coding"
"BAnTr.GP.7HG003490","coding"
"BAnTr.GP.7HG003492","coding"
"BAnTr.GP.7HG003494","coding"
"BAnTr.GP.7HG003496","coding"
"BAnTr.GP.7HG003498","undefined"
"BAnTr.GP.7HG003500","noncoding"
"BAnTr.GP.7HG003502","coding"
"BAnTr.GP.7HG003504","undefined"
"BAnTr.GP.7HG003506","coding"
"BAnTr.GP.7HG003508","undefined"
"BAnTr.GP.7HG003510","coding"
"BAnTr.GP.7HG003512","coding"
"BAnTr.GP.7HG003514","noncoding"
"BAnTr.GP.7HG003516","coding"
"BAnTr.GP.7HG003518","coding"
"BAnTr.GP.7HG003520","coding"
"BAnTr.GP.7HG003522","coding"
"BAnTr.GP.7HG003524","coding"
"BAnTr.GP.7HG003526","coding"
"BAnTr.GP.7HG003528","coding"
"BAnTr.GP.7HG003530","coding"
"BAnTr.GP.7HG003532","coding"
"BAnTr.GP.7HG003534","coding"
"BAnTr.GP.7HG003536","coding"
"BAnTr.GP.7HG003538","coding"
"BAnTr.GP.7HG003540","coding"
"BAnTr.GP.7HG003542","coding"
"BAnTr.GP.7HG003544","noncoding"
"BAnTr.GP.7HG003546","coding"
"BAnTr.GP.7HG003548","coding"
"BAnTr.GP.7HG003550","coding"
"BAnTr.GP.7HG003552","coding"
"BAnTr.GP.7HG003554","coding"
"BAnTr.GP.7HG003556","coding"
"BAnTr.GP.7HG003558","noncoding"
"BAnTr.GP.7HG003560","coding"
"BAnTr.GP.7HG003562","undefined"
"BAnTr.GP.7HG003564","coding"
"BAnTr.GP.7HG003566","coding"
"BAnTr.GP.7HG003568","coding"
"BAnTr.GP.7HG003570","coding"
"BAnTr.GP.7HG003572","coding"
"BAnTr.GP.7HG003574","coding"
"BAnTr.GP.7HG003576","coding"
"BAnTr.GP.7HG003578","noncoding"
"BAnTr.GP.7HG003580","noncoding"
"BAnTr.GP.7HG003582","coding"
"BAnTr.GP.7HG003584","coding"
"BAnTr.GP.7HG003586","noncoding"
"BAnTr.GP.7HG003588","noncoding"
"BAnTr.GP.7HG003590","coding"
"BAnTr.GP.7HG003592","coding"
"BAnTr.GP.7HG003594","coding"
"BAnTr.GP.7HG003596","coding"
"BAnTr.GP.7HG003598","coding"
"BAnTr.GP.7HG003600","coding"
"BAnTr.GP.7HG003602","coding"
"BAnTr.GP.7HG003604","coding"
"BAnTr.GP.7HG003606","coding"
"BAnTr.GP.7HG003608","coding"
"BAnTr.GP.7HG003610","coding"
"BAnTr.GP.7HG003612","coding"
"BAnTr.GP.7HG003614","coding"
"BAnTr.GP.7HG003616","coding"
"BAnTr.GP.7HG003618","noncoding"
"BAnTr.GP.7HG003620","coding"
"BAnTr.GP.7HG003622","coding"
"BAnTr.GP.7HG003624","noncoding"
"BAnTr.GP.7HG003626","noncoding"
"BAnTr.GP.7HG003628","noncoding"
"BAnTr.GP.7HG003630","noncoding"
"BAnTr.GP.7HG003632","noncoding"
"BAnTr.GP.7HG003634","noncoding"
"BAnTr.GP.7HG003636","noncoding"
"BAnTr.GP.7HG003638","noncoding"
"BAnTr.GP.7HG003640","noncoding"
"BAnTr.GP.7HG003642","noncoding"
"BAnTr.GP.7HG003644","coding"
"BAnTr.GP.7HG003646","noncoding"
"BAnTr.GP.7HG003648","coding"
"BAnTr.GP.7HG003650","noncoding"
"BAnTr.GP.7HG003652","noncoding"
"BAnTr.GP.7HG003654","noncoding"
"BAnTr.GP.7HG003656","noncoding"
"BAnTr.GP.7HG003658","noncoding"
"BAnTr.GP.7HG003660","coding"
"BAnTr.GP.7HG003662","noncoding"
"BAnTr.GP.7HG003664","noncoding"
"BAnTr.GP.7HG003666","noncoding"
"BAnTr.GP.7HG003668","noncoding"
"BAnTr.GP.7HG003670","coding"
"BAnTr.GP.7HG003672","coding"
"BAnTr.GP.7HG003674","undefined"
"BAnTr.GP.7HG003676","coding"
"BAnTr.GP.7HG003678","noncoding"
"BAnTr.GP.7HG003680","coding"
"BAnTr.GP.7HG003682","noncoding"
"BAnTr.GP.7HG003684","coding"
"BAnTr.GP.7HG003686","coding"
"BAnTr.GP.7HG003688","undefined"
"BAnTr.GP.7HG003690","noncoding"
"BAnTr.GP.7HG003692","coding"
"BAnTr.GP.7HG003694","coding"
"BAnTr.GP.7HG003696","noncoding"
"BAnTr.GP.7HG003698","noncoding"
"BAnTr.GP.7HG003700","noncoding"
"BAnTr.GP.7HG003702","noncoding"
"BAnTr.GP.7HG003704","coding"
"BAnTr.GP.7HG003706","noncoding"
"BAnTr.GP.7HG003708","noncoding"
"BAnTr.GP.7HG003710","noncoding"
"BAnTr.GP.7HG003712","noncoding"
"BAnTr.GP.7HG003714","noncoding"
"BAnTr.GP.7HG003716","noncoding"
"BAnTr.GP.7HG003718","coding"
"BAnTr.GP.7HG003720","coding"
"BAnTr.GP.7HG003722","noncoding"
"BAnTr.GP.7HG003724","noncoding"
"BAnTr.GP.7HG003726","noncoding"
"BAnTr.GP.7HG003728","noncoding"
"BAnTr.GP.7HG003730","coding"
